,ScripCode,TradingSymbol,Description,InstrumentType
1223,11605,INDSWFTLTD-BE,IND-SWIFT LIMITED,0
1224,21957,INDTERRAIN-EQ,IND TERRAIN FASHIONS LTD,0
1225,5258,INDUSINDBK-EQ,INDUSIND BANK LIMITED,0
1226,23036,INDUSINVIT-IV,INDUS INFRA TRUST,0
1227,29135,INDUSTOWER-EQ,INDUS TOWERS LIMITED,0
1228,16249,INFIBEAM-EQ,INFIBEAM AVENUES LIMITED,0
1229,15036,INFINIUM-SM,INFINIUM PHARMACHEM LTD,0
1230,11027,INFOBEAN-EQ,INFOBEANS TECHNO. LTD.,0
1231,16625,INFOLLION-ST,INFOLLION RESEARCH SER L,0
1232,13693,INFOMEDIA-EQ,INFOMEDIA PRESS LIMITED,0
1233,20072,INFRABEES-EQ,NIP IND ETF INFRA BEES,0
1234,10723,INFRAIETF-EQ,ICICIPRAMC - ICICIINFRA,0
1235,1594,INFY-EQ,INFOSYS LIMITED,0
1236,1597,INGERRAND-EQ,INGERSOLL-RAND INDIA LTD,0
1237,22770,INM-SM,INTERIORS & MORE LIMITED,0
1238,25320,INNOMET-SM,INNOMET ADVANCED MATERI L,0
1239,21062,INNOVACAP-EQ,INNOVA CAPTAB LIMITED,0
1240,27754,INNOVANA-EQ,INNOVANA THINKLABS LTD,0
1241,12188,INOXGREEN-EQ,INOX GREEN ENERGY SER LTD,0
1242,20607,INOXINDIA-EQ,INOX INDIA LIMITED,0
1243,7852,INOXWIND-EQ,INOX WIND LIMITED,0
1244,14657,INSECTICID-EQ,INSECTICIDES (I) LTD,0
1245,19154,INSPIRE-SM,INSPIRE FILMS LIMITED,0
1246,13730,INSPIRISYS-EQ,INSPIRISYS SOLUTIONS LTD,0
1247,5926,INTELLECT-EQ,INTELLECT DESIGN ARENA,0
1248,20071,INTENTECH-EQ,INTENSE TECHNOLOGIES LTD,0
1249,24909,INTERARCH-EQ,INTERARCH BUILDING PROD L,0
1250,2892,INTERISE-IV,INTERISE TRUST,0
1251,5606,INTLCONV-EQ,INTL CONVEYORS LIMITED,0
1252,24870,INVENTURE-EQ,INVENTURE GRO & SEC LTD,0
1253,9348,IOB-EQ,INDIAN OVERSEAS BANK,0
1254,1624,IOC-EQ,INDIAN OIL CORP LTD,0
1255,20413,IOLCP-EQ,IOL CHEM AND PHARMA LTD,0
1256,1630,IONEXCHANG-EQ,ION EXCHANGE (INDIA) LTD,0
1257,1633,IPCALAB-EQ,IPCA LABORATORIES LTD,0
1258,25036,IPHL-ST,INDIAN PHOSPHATE LIMITED,0
1259,4934,IPL-EQ,INDIA PESTICIDES LIMITED,0
1260,11907,IPSL-ST,INTEGRATED PERSO SER LTD,0
1261,15313,IRB-EQ,IRB INFRA DEV LTD.,0
1262,20817,IRBINVIT-IV,IRB INVIT FUND,0
1263,14806,IRBIT-IV,IRB INFRASTRUCTURE TRUST,0
1264,4986,IRCON-EQ,IRCON INTERNATIONAL LTD,0
1265,13611,IRCTC-EQ,INDIAN RAIL TOUR CORP LTD,0
1266,20261,IREDA-EQ,INDIAN RENEWABLE ENERGY,0
1267,2029,IRFC-EQ,INDIAN RAILWAY FIN CORP L,0
1268,6501,IRIS-BE,IRIS BUSINESS SERV LTD,0
1269,2275,IRISDOREME-EQ,IRIS CLOTHINGS LIMITED,0
1270,19597,IRMENERGY-EQ,IRM ENERGY LIMITED,0
1271,2489,ISEC-EQ,ICICI SECURITIES LIMITED,0
1272,18479,ISFT-EQ,INTRASOFT TECH. LTD,0
1273,3329,ISGEC-EQ,ISGEC HEAVY ENG LTD,0
1274,10995,ISHAN-SM,ISHAN INTERNATIONAL LTD,0
1275,2627,IT-EQ,KOTAKMAMC - KOTAKIT,0
1276,22645,ITALIANE-SM,ITALIAN EDIBLES LIMITED,0
1277,19084,ITBEES-EQ,NIP IND ETF IT,0
1278,1660,ITC-EQ,ITC LTD,0
1279,19299,ITDC-EQ,INDIA TOUR. DEV. CO. LTD.,0
1280,5622,ITDCEM-EQ,ITD CEMENTATION INDIA LTD,0
1281,19633,ITETF-EQ,MIRAEAMC - ITETF,0
1282,17207,ITETFADD-EQ,DSPAMC - DSPITETF,0
1283,5773,ITI-BE,ITI LTD,0
1284,22365,ITIETF-EQ,ICICIPRAMC - ICICITECH,0
1285,6711,IVC-EQ,IL&FS INVESTMENT MANAGERS,0
1286,1681,IVP-EQ,IVP LTD,0
1287,18292,IVZINGOLD-EQ,INVESCO INDIA GOLD ETF,0
1288,24217,IVZINNIFTY-EQ,INVESCO INDIA NIFTY ETF,0
1289,3776,IWEL-EQ,INOX WIND ENERGY LIMITED,0
1290,24067,IXIGO-EQ,LE TRAVENUES TECHNOLOGY L,0
1291,14178,IZMO-BE,IZMO LIMITED,0
1292,5633,J&KBANK-EQ,J & K BANK LTD.,0
1293,13211,JAGRAN-EQ,JAGRAN PRAKASHAN LIMITED,0
1294,4410,JAGSNPHARM-EQ,JAGSONPAL PHARMACEUTICALS,0
1295,11256,JAIBALAJI-EQ,JAI BALAJI INDUSTRIES LTD,0
1296,5143,JAICORPLTD-EQ,JAI CORP LIMITED,0
1297,6016,JAINAM-ST,JAINAM FER ALLOYS (I) LTD,0
1298,5516,JAIPURKURT-EQ,NANDANI CREATION LIMITED,0
1299,3950,JAKHARIA-ST,JAKHARIA FABRIC LIMITED,0
1300,20930,JALAN-ST,JALAN TRANSOLU. INDIA LTD,0
1301,20778,JAMNAAUTO-EQ,JAMNA AUTO IND LTD,0
1302,13982,JASH-EQ,JASH ENGINEERING LIMITED,0
1303,4041,JAYAGROGN-EQ,JAYANT AGRO ORGANICS LTD,0
1304,1708,JAYBARMARU-EQ,JAY BHARAT MARUTI LTD,0
1305,25040,JAYBEE-ST,JAY BEE LAMINATIONS LTD,0
1306,2331,JAYNECOIND-EQ,JAYASWAL NECO INDUSTR LTD,0
1307,1720,JAYSREETEA-EQ,JAYSHREE TEA & INDUSTRIES,0
1308,1726,JBCHEPHARM-EQ,J B CHEMICALS AND PHARMA,0
1309,11655,JBMA-EQ,JBM AUTO LIMITED,0
1310,4491,JCHAC-EQ,JOHNSON CONTROLS HITACHI,0
1311,7213,JETFREIGHT-BE,JET FREIGHT LOGISTICS LTD,0
1312,18700,JETKNIT-ST,JET KNITWEARS LTD.,0
1313,25147,JEYYAM-SM,JEYYAM GLOBAL FOODS LTD,0
1314,10888,JFLLIFE-ST,JFL LIFE SCIENCES LIMITED,0
1315,23056,JGCHEM-EQ,J.G.CHEMICALS LIMITED,0
1316,13720,JHS-EQ,JHS SVEND. LAB. LTD,0
1317,11743,JINDALPHOT-EQ,JINDAL PHOTO LIMITED,0
1318,1756,JINDALPOLY-EQ,JINDAL POLY FILMS LIMITED,0
1319,3024,JINDALSAW-EQ,JINDAL SAW LIMITED,0
1320,6733,JINDALSTEL-EQ,JINDAL STEEL & POWER LTD,0
1321,13875,JINDRILL-EQ,JINDAL DRILLING IND. LTD,0
1322,20642,JINDWORLD-EQ,JINDAL WORLDWIDE LTD,0
1323,18143,JIOFIN-EQ,JIO FIN SERVICES LTD,0
1324,25684,JISLDVREQS-EQ,JAIN DVR EQUITY SHARES,0
1325,10397,JISLJALEQS-EQ,JAIN IRRIGATION SYSTEMS,0
1326,19691,JITFINFRA-EQ,JITF INFRALOGISTICS LTD,0
1327,18565,JIWANRAM-ST,JIWANRAM SHEODUTTRA IND L,0
1328,13270,JKCEMENT-EQ,JK CEMENT LIMITED,0
1329,15266,JKIL-EQ,JKUMAR INFR.LTD.,0
1330,13491,JKLAKSHMI-EQ,JK LAKSHMI CEMENT LTD,0
1331,11860,JKPAPER-EQ,JK PAPER LIMITED,0
1332,14435,JKTYRE-EQ,JK TYRE & INDUSTRIES LTD,0
1333,18553,JLHL-EQ,JUPITER LIFE LINE HOSP L,0
1334,7109,JMA-EQ,JULLUNDUR MOT AGENCY LTD,0
1335,13637,JMFINANCIL-EQ,JM FINANCIAL LIMITED,0
1336,23621,JNKINDIA-EQ,JNK INDIA LIMITED,0
1337,16927,JOCIL-EQ,JOCIL LIMITED,0
1338,31507,JPOLYINVST-EQ,JIND POL INV & FIN CO LTD,0
1339,11763,JPPOWER-EQ,JAIPRAKASH POWER VEN. LTD,0
1340,22663,JSFB-EQ,JANA SMALL FIN BANK LTD,0
1341,11236,JSL-EQ,JINDAL STAINLESS LIMITED,0
1342,9038,JSLL-SM,JEENA SIKHO LIFECARE LTD,0
1343,17869,JSWENERGY-EQ,JSW ENERGY LIMITED,0
1344,11883,JSWHL-BE,JSW HOLDINGS LIMITED,0
1345,19020,JSWINFRA-EQ,JSW INFRASTRUCTURE LTD,0
1346,11723,JSWSTEEL-EQ,JSW STEEL LIMITED,0
1347,3237,JTEKTINDIA-EQ,JTEKT INDIA LIMITED,0
1348,7287,JTLIND-EQ,JTL INDUSTRIES LIMITED,0
1349,18096,JUBLFOOD-EQ,JUBILANT FOODWORKS LTD,0
1350,2783,JUBLINGREA-EQ,JUBILANT INGREVIA LIMITED,0
1351,3637,JUBLPHARMA-EQ,JUBILANT PHARMOVA LTD,0
1352,10939,JUNIORBEES-EQ,NIP IND ETF JUNIOR BEES,0
1353,22824,JUNIPER-EQ,JUNIPER HOTELS LIMITED,0
1354,29962,JUSTDIAL-EQ,JUSTDIAL LTD.,0
1355,20224,JWL-EQ,JUPITER WAGONS LIMITED,0
1356,15146,JYOTHYLAB-EQ,JYOTHY LABS LIMITED,0
1357,21334,JYOTICNC-EQ,JYOTI CNC AUTOMATION LTD,0
1358,1802,JYOTISTRUC-EQ,JYOTI STRUCTURES LTD,0
1359,23462,K2INFRA-ST,K2 INFRAGEN LIMITED,0
1360,1805,KABRAEXTRU-EQ,KABRA EXTRUSION TECHNIK L,0
1361,1808,KAJARIACER-EQ,KAJARIA CERAMICS LTD,0
1362,1811,KAKATCEM-EQ,KAKATIYA CEM SUGAR &IND L,0
1363,18755,KALAMANDIR-EQ,SAI SILKS (KALAMANDIR) L,0
1364,25443,KALANA-SM,KALANA ISPAT LIMITED,0
1365,19653,KALYANI-BE,KALYANI COMMERCIALS LTD,0
1366,15160,KALYANIFRG-BE,KALYANI FORGE LIMITED,0
1367,2955,KALYANKJIL-EQ,KALYAN JEWELLERS IND LTD,0
1368,1826,KAMATHOTEL-EQ,KAMAT HOTELS (I) LTD,0
1369,13457,KAMDHENU-EQ,KAMDHENU LIMITED,0
1370,13817,KAMOPAINTS-BE,KAMDHENU VENTURES LIMITED,0
1371,25786,KANANIIND-EQ,KANANI INDUSTRIES LTD,0
1372,11211,KANDARP-ST,KANDARP DG SMART BPO LTD,0
1373,1835,KANORICHEM-EQ,KANORIA CHEMICALS & INDUS,0
1374,1782,KANPRPLA-EQ,KANPUR PLASTIPACK LIMITED,0
1375,1196,KANSAINER-EQ,KANSAI NEROLAC PAINTS LTD,0
1376,18967,KAPSTON-EQ,KAPSTON SERVICES LIMITED,0
1377,24385,KARMAENG-EQ,KARMA ENERGY LIMITED,0
1378,19468,KARNIKA-ST,KARNIKA INDUSTRIES LTD,0
1379,1838,KARURVYSYA-EQ,KARUR VYSYA BANK LTD,0
1380,24531,KATARIA-ST,KATARIA INDUSTRIES LTD,0
1381,15136,KAUSHALYA-EQ,KAUSHALYA INFRA DEV LTD.,0
1382,15248,KAVVERITEL-BE,KAVVERI TEL. LTD.,0
1383,10282,KAYA-BE,KAYA LIMITED,0
1384,12092,KAYNES-EQ,KAYNES TECHNOLOGY IND LTD,0
1385,2354,KBCGLOBAL-EQ,KBC GLOBAL LIMITED,0
1386,21185,KCEIL-ST,KAY CEE ENERGY & INFRA L,0
1387,10296,KCK-ST,KCK INDUSTRIES LTD,0
1388,1841,KCP-EQ,KCP LTD,0
1389,4809,KCPSUGIND-EQ,KCP SUGAR IND CORP LTD.,0
1390,14908,KDDL-EQ,KDDL LIMITED,0
1391,16765,KDL-ST,KORE DIGITAL LIMITED,0
1392,13260,KEC-EQ,KEC INTL. LIMITED,0
1393,18220,KECL-EQ,KIRLOSKAR ELECTRIC CO LTD,0
1394,8880,KEEPLEARN-BE,DSJ KEEP LEARNING LTD,0
1395,13310,KEI-EQ,KEI INDUSTRIES LTD.,0
1396,18708,KEL-SM,KUNDAN EDIFICE LIMITED,0
1397,13430,KELLTONTEC-EQ,KELLTON TECH SOL LTD,0
1398,13125,KERNEX-BE,KERNEX MICROSYS(I) LTD,0
1399,1859,KESORAMIND-EQ,KESORAM INDUSTRIES LTD,0
1400,4157,KEYFINSERV-EQ,KEYNOTE FIN SERV LTD.,0
1401,13359,KFINTECH-EQ,KFIN TECHNOLOGIES LIMITED,0
1402,425,KHADIM-EQ,KHADIM INDIA LIMITED,0
1403,896,KHAICHEM-EQ,KHAITAN CHEM & FERT LTD,0
1404,3912,KHAITANLTD-EQ,KHAITAN (INDIA)LTD.,0
1405,9641,KHANDSE-EQ,KHANDWALA SECURITIES LTD,0
1406,9570,KHFM-SM,KHFM HOS FAC MANA SER LTD,0
1407,21119,KICL-EQ,KALYANI INVEST CO LTD,0
1408,19937,KILITCH-EQ,KILITCH DRUGS INDIA LTD,0
1409,4847,KIMS-EQ,KRISHNA INST OF MED SCI L,0
1410,18944,KINGFA-EQ,KINGFA SCI & TEC IND LTD.,0
1411,19126,KIOCL-EQ,KIOCL LIMITED,0
1412,16639,KIRIINDUS-EQ,KIRI INDUSTRIES LIMITED,0
1413,18581,KIRLOSBROS-EQ,KIRLOSKAR BROTHERS LTD,0
1414,20936,KIRLOSENG-EQ,KIRLOSKAR OIL ENG LTD,0
1415,19025,KIRLOSIND-EQ,KIRLOSKAR INDUSTRIES LTD,0
1416,15180,KIRLPNU-EQ,KIRLOSKAR PNEUMATIC COM L,0
1417,28903,KITEX-BE,KITEX GARMENTS LTD,0
1418,13381,KKCL-EQ,KEWAL KIRAN CLOTHING LTD,0
1419,29195,KKJEWELS-ST,KABRA JEWELS LIMITED,0
1420,17781,KKVAPOW-SM,KKV AGRO POWERS LTD.,0
1421,21186,KLL-SM,KAUSHALYA LOGISTICS LTD,0
1422,27084,KMEW-EQ,KNOWLEDGE MARINE & EN W L,0
1423,14667,KMSUGAR-EQ,K M SUGAR MILLS LTD,0
1424,8602,KNAGRI-SM,KN AGRI RESOURCES LIMITED,0
1425,15283,KNRCON-EQ,KNR CONSTRU LTD.,0
1426,18751,KODYTECH-SM,KODY TECHNOLAB LIMITED,0
1427,3009,KOHINOOR-EQ,KOHINOOR FOODS LIMITED,0
1428,16827,KOKUYOCMLN-EQ,KOKUYO CAMLIN LIMITED,0
1429,15124,KOLTEPATIL-EQ,KOLTE PATIL DEV. LTD.,0
1430,22475,KONSTELEC-ST,KONSTELEC ENGINEERS LTD,0
1431,19287,KONTOR-SM,KONTOR SPACE LIMITED,0
1432,4951,KOPRAN-BE,KOPRAN LTD,0
1433,10892,KORE-ST,JAY JALARAM TECHNO LTD,0
1434,1922,KOTAKBANK-EQ,KOTAK MAHINDRA BANK LTD,0
1435,11647,KOTARISUG-EQ,KOTHARI SUG & CHEM LTD.,0
1436,4594,KOTHARIPET-EQ,KOTHARI PETROCHEM LTD,0
1437,6808,KOTHARIPRO-BE,KOTHARI PRODUCTS,0
1438,6441,KOTYARK-SM,KOTYARK INDUSTRIES LTD,0
1439,27079,KPEL-EQ,K.P. ENERGY LIMITED,0
1440,5108,KPIGREEN-EQ,KPI GREEN ENERGY LIMITED,0
1441,1814,KPIL-EQ,KALPATARU PROJECT INT LTD,0
1442,9683,KPITTECH-EQ,KPIT TECHNOLOGIES LIMITED,0
1443,14912,KPRMILL-EQ,KPR MILL LTD.,0
1444,10577,KRBL-EQ,KRBL LIMITED,0
1445,7885,KREBSBIO-BE,KREBS BIOCHEMICALS & IND,0
1446,11488,KRIDHANINF-BE,KRIDHAN INFRA LIMITED,0
1447,12847,KRISHANA-EQ,KRISHANA PHOSCHEM LIMITED,0
1448,16133,KRISHCA-SM,KRISHCA STRAPPING SLTN L,0
1449,8671,KRISHIVAL-SM,KRISHIVAL FOODS LIMITED,0
1450,8782,KRISHNADEF-SM,KRISHNA DEF AND ALD IND L,0
1451,6420,KRITI-BE,KRITI INDUSTRIES IND LTD,0
1452,9296,KRITIKA-BE,KRITIKA WIRES LIMITED,0
1453,11432,KRITINUT-EQ,KRITI NUTRIENTS LIMITED,0
1454,25643,KRN-EQ,KRN HEAT EXCHANGE N REF L,0
1455,24025,KRONOX-EQ,KRONOX LAB SCIENCES LTD,0
1456,25252,KROSS-EQ,KROSS LIMITED,0
1457,5359,KRSNAA-EQ,KRSNAA DIAGNOSTICS LTD,0
1458,23175,KRYSTAL-EQ,KRYSTAL INTEGRATED SER L,0
1459,1949,KSB-EQ,KSB LIMITED,0
1460,14972,KSCL-EQ,KAVERI SEED CO. LTD.,0
1461,10412,KSHITIJPOL-BE,KSHITIJ POLYLINE LIMITED,0
1462,18889,KSL-EQ,KALYANI STEELS LIMITED,0
1463,11060,KSOLVES-EQ,KSOLVES INDIA LIMITED,0
1464,8054,KTKBANK-EQ,KARNATAKA BANK LIMITED,0
1465,22784,KTL-ST,KALAHRIDHAAN TRENDZ LTD,0
1466,13870,KUANTUM-EQ,KUANTUM PAPERS LIMITED,0
1467,5865,LAGNAM-EQ,LAGNAM SPINTEX LIMITED,0
1468,25860,LAKSHYA-SM,LAKSHYA POWERTECH LIMITED,0
1469,14929,LAL-BE,LORENZINI APPARELS LTD,0
1470,11654,LALPATHLAB-EQ,DR. LAL PATH LABS LTD.,0
1471,6412,LAMBODHARA-BE,LAMBODHARA TEXTILES LTD.,0
1472,27225,LAMOSAIC-ST,LAMOSAIC INDIA LIMITED,0
1473,23027,LANCORHOL-EQ,LANCOR HOLDINGS LIMITED,0
1474,13276,LANDMARK-EQ,LANDMARK CARS LIMITED,0
1475,14423,LAOPALA-EQ,LA OPALA RG LIMITED,0
1476,21713,LASA-EQ,LASA SUPERGENERICS LTD,0
1477,6818,LATENTVIEW-EQ,LATENT VIEW ANALYTICS LTD,0
1478,15848,LATTEYS-BE,LATTEYS INDUSTRIES LTD,0
1479,19234,LAURUSLABS-EQ,LAURUS LABS LIMITED,0
1480,22468,LAWSIKHO-SM,ADDICTIVE LEARNING TECH L,0
1481,6568,LAXMICOT-EQ,LAXMI COTSPIN LIMITED,0
1482,29171,LAXMIDENTL-EQ,LAXMI DENTAL LIMITED,0
1483,7537,LCCINFOTEC-BE,LCC INFOTECH LTD,0
1484,9377,LEMERITE-ST,LE MERITE EXPORTS LIMITED,0
1485,2606,LEMONTREE-EQ,LEMON TREE HOTELS LTD,0
1486,14459,LEXUS-EQ,LEXUS GRANITO (INDIA) LTD,0
1487,7902,LFIC-EQ,LAKSHMI FIN IND CORP LTD,0
1488,18321,LGBBROSLTD-EQ,LG BALAKRISHNAN & BROS,0
1489,19872,LGHL-BE,LAXMI GOLDORNA HOUSE LTD,0
1490,11082,LIBAS-EQ,LIBAS CONSU PRODUCTS LTD,0
1491,1994,LIBERTSHOE-EQ,LIBERTY SHOES LTD,0
1492,1997,LICHSGFIN-EQ,LIC HOUSING FINANCE LTD,0
1493,9480,LICI-EQ,LIFE INSURA CORP OF INDIA,0
1494,25640,LICMFGOLD-EQ,LIC MF - LIC GOLD ETF,0
1495,6062,LICNETFGSC-EQ,LICNAMC - LICNMFET,0
1496,11319,LICNETFN50-EQ,LICNAMC - LICNFENGP,0
1497,11441,LICNETFSEN-EQ,LICNAMC - LICNFESGP,0
1498,15229,LICNFNHGP-EQ,LICNAMC - LICNFNHGP,0
1499,22722,LICNMID100-EQ,LICNAMC - LICNMID100,0
1500,578,LIKHITHA-EQ,LIKHITHA INFRASTRUC LTD,0
1501,6951,LINC-EQ,LINC LIMITED,0
1502,11596,LINCOLN-EQ,LINCOLN PHARMA LTD,0
1503,1627,LINDEINDIA-EQ,LINDE INDIA LIMITED,0
1504,17572,LIQUID-EQ,MIRAEAMC - LIQUID,0
1505,13950,LIQUID1-EQ,KOTAKMAMC - KOTAKLIQ,0
1506,23407,LIQUIDADD-EQ,DSPAMC - LIQUIDADD,0
1507,11006,LIQUIDBEES-EQ,NIP IND ETF LIQUID BEES,0
1508,23915,LIQUIDBETF-EQ,BFAM - LIQUIDBETF,0
1509,21750,LIQUIDCASE-EQ,ZERODHAAMC - LIQUIDCASE,0
1510,1927,LIQUIDETF-EQ,DSP LIQUID ETF,0
1511,4838,LIQUIDIETF-EQ,ICICIPRAMC - ICICILIQ,0
1512,27075,LIQUIDPLUS-EQ,MIRAEAMC - LIQUIDPLUS,0
1513,19705,LIQUIDSBI-EQ,SBIAMC - LIQUIDSBI,0
1514,24374,LIQUIDSHRI-EQ,SHRIRAM - LIQUIDSHRI,0
1515,11472,LLOYDS-SM,LLOYDS LUXURIES LIMITED,0
1516,17801,LLOYDSENGG-EQ,LLOYDS ENGG WORK LIMITED,0
1517,25807,LLOYDSENT-EQ,LLOYDS ENTERPRISES LTD,0
1518,17313,LLOYDSME-EQ,LLOYDS METALS N ENERGY L,0
1519,1979,LMW-EQ,LMW LIMITED,0
1520,3220,LODHA-EQ,MACROTECH DEVELOPERS LTD,0
1521,13436,LOKESHMACH-EQ,LOKESH MACHINES LTD,0
1522,18235,LORDSCHLO-BE,LORDS CHLORO ALKALI LTD,0
1523,16807,LOTUSEYE-EQ,LOTUS EYE HOSP & INST L,0
1524,22415,LOVABLE-EQ,LOVABLE LINGERIE LTD,0
1525,14786,LOWVOL-EQ,MIRAEAMC - MANV30F,0
1526,8632,LOWVOL1-EQ,KOTAKMAMC - KOTAKLOVOL,0
1527,21254,LOWVOLIETF-EQ,ICICI PR NIF LW VL 30 ETF,0
1528,10605,LOYALTEX-BE,LOYAL TEXTILE MILLS LTD,0
1529,16867,LPDC-BE,LANDMARK PR.DEV.CO.LTD,0
1530,14211,LRRPL-ST,LEAD REC AND RUB PROD LTD,0
1531,11483,LT-EQ,LARSEN & TOUBRO LTD.,0
1532,24948,LTF-EQ,L&T FINANCE LIMITED,0
1533,13816,LTFOODS-EQ,LT FOODS LIMITED,0
1534,17700,LTGILTBEES-EQ,NIP IND ETF LONGTERM GILT,0
1535,17818,LTIM-EQ,LTIMINDTREE LIMITED,0
1536,18564,LTTS-EQ,L&T TECHNOLOGY SER. LTD.,0
1537,2018,LUMAXIND-EQ,LUMAX INDUSTRIES LTD,0
1538,14014,LUMAXTECH-EQ,LUMAX AUTO TECH LTD,0
1539,10440,LUPIN-EQ,LUPIN LIMITED,0
1540,11301,LUXIND-EQ,LUX INDUSTRIES LIMITED,0
1541,2841,LXCHEM-EQ,LAXMI ORGANIC INDUS LTD,0
1542,2028,LYKALABS-EQ,LYKA LABS LTD,0
1543,31468,LYPSAGEMS-EQ,LYPSA GEMS & JEWEL LTD,0
1544,2031,M&M-EQ,MAHINDRA & MAHINDRA LTD,0
1545,13285,M&MFIN-EQ,M&M FIN. SERVICES LTD,0
1546,15018,MAANALU-BE,MAAN ALUMINIUM LIMITED,0
1547,24545,MACOBSTECH-SM,MACOBS TECHNOLOGIES LTD,0
1548,22347,MACPOWER-EQ,MACPOWER CNC MACHINES LTD,0
1549,15151,MADHAV-EQ,MADHAV MARBLE & GRANITE,0
1550,8259,MADHAVBAUG-SM,VAIDYA SANE AYUR LAB LTD,0
1551,13671,MADHUCON-EQ,MADHUCON PROJECTS LTD.,0
1552,18728,MADHUSUDAN-SM,MADHUSUDAN MASALA LIMITED,0
1553,4911,MADRASFERT-EQ,MADRAS FERTILISERS LTD,0
1554,3507,MAFANG-EQ,MIRAEAMC - MAFANG,0
1555,21392,MAGADSUGAR-EQ,MAGADH SUGAR & ENERGY LTD,0
1556,14957,MAGNUM-EQ,MAGNUM VENTURES LTD.,0
1557,17088,MAGSON-SM,MAGSON RETAIL AND DIST L,0
1558,11377,MAHABANK-EQ,BANK OF MAHARASHTRA,0
1559,5239,MAHAPEXLTD-EQ,MAHA RASHTRA APEX COPR. L,0
1560,17531,MAHASTEEL-BE,MAHAMAYA STEEL INDS LTD,0
1561,17605,MAHEPC-BE,MAHINDRA EPC IRRIG LTD,0
1562,9576,MAHESHWARI-EQ,MAHESHWARI LOGISTICS LTD.,0
1563,2839,MAHICKRA-SM,MAHICKRA CHEMICAL LIMITED,0
1564,7074,MAHKTECH-EQ,MIRAEAMC - MAHKTECH,0
1565,8050,MAHLIFE-EQ,MAHINDRA LIFESPACE DEVLTD,0
1566,385,MAHLOG-EQ,MAHINDRA LOGISTIC LIMITED,0
1567,2085,MAHSCOOTER-EQ,MAHARASHTRA SCOOTERS LTD,0
1568,2088,MAHSEAMLES-EQ,MAHARASHTRA SEAMLESS LTD,0
1569,24538,MAITHANALL-EQ,MAITHAN ALLOYS LTD,0
1570,19812,MAITREYA-ST,MAITREYA MEDICARE LIMITED,0
1571,7979,MAKEINDIA-EQ,MIRAEAMC - MAMFGETF,0
1572,11218,MAKS-SM,MAKS ENERGY SOL INDIA LTD,0
1573,19134,MAL-SM,MANGALAM ALLOYS LIMITED,0
1574,7965,MALLCOM-EQ,MALLCOM (INDIA) LIMITED,0
1575,13352,MALUPAPER-EQ,MALU PAPER MILLS LIMITED,0
1576,28687,MAMATA-EQ,MAMATA MACHINERY LIMITED,0
1577,7420,MANAKALUCO-EQ,MANAK ALUMINIUM CO. LTD.,0
1578,7417,MANAKCOAT-BE,MAN COAT METAL & IND LTD,0
1579,15199,MANAKSIA-EQ,MANAKSIA LTD.,0
1580,7463,MANAKSTEEL-EQ,MANAKSIA STEELS LTD,0
1581,13796,MANALIPETC-EQ,MANALI PETROCHEMICALS LT,0
1582,19061,MANAPPURAM-EQ,MANAPPURAM FINANCE LTD,0
1583,21697,MANAV-SM,MANAV INFRA PROJECTS LTD,0
1584,25597,MANBA-EQ,MANBA FINANCE LIMITED,0
1585,24823,MANCREDIT-EQ,MANGAL CREDIT N FINCORP L,0
1586,23779,MANDEEP-SM,MANDEEP AUTO INDUSTRIES L,0
1587,11817,MANGALAM-EQ,MANGALAM DRUG & CHEM LTD,0
1588,15007,MANGCHEFER-EQ,MANG.CHEM.FERT.LTD,0
1589,2106,MANGLMCEM-EQ,MANGALAM CEMENT LTD,0
1590,11884,MANINDS-EQ,MAN INDUSTRIES (I) LTD.,0
1591,18226,MANINFRA-EQ,MAN INFRA LTD,0
1592,15380,MANKIND-EQ,MANKIND PHARMA LIMITED,0
1593,13753,MANOMAY-EQ,MANOMAY TEX INDIA LTD,0
1594,10227,MANORAMA-EQ,MANORAMA INDUSTRIES LTD,0
1595,6422,MANORG-EQ,MANGALAM ORGANICS LIMITED,0
1596,13572,MANUGRAPH-EQ,MANUGRAPH INDIA LIMITED,0
1597,8167,MANYAVAR-EQ,VEDANT FASHIONS LIMITED,0
1598,7227,MAPMYINDIA-EQ,C.E. INFO SYSTEMS LIMITED,0
1599,2112,MARALOVER-EQ,MARAL OVERSEAS LTD,0
1600,18659,MARATHON-EQ,MARATHON NXTGEN REALT LTD,0
1601,18773,MARCO-SM,MARCO CABLE & CONDUCTOR L,0
1602,4067,MARICO-EQ,MARICO LIMITED,0
1603,1334,MARINE-BE,MARINE ELECTRICAL (I) LTD,0
1604,20414,MARINETRAN-ST,MARINETRANS INDIA LIMITED,0
1605,10579,MARKSANS-EQ,MARKSANS PHARMA LIMITED,0
1606,6764,MARSHALL-BE,MARSHALL MACHINES LTD,0
1607,10999,MARUTI-EQ,MARUTI SUZUKI INDIA LTD.,0
1608,199,MASFIN-EQ,MAS FINANCIAL SERV LTD,0
1609,18731,MASKINVEST-BE,MASK INVESTMENTS LIMITED,0
1610,24281,MASON-ST,MASON INFRATECH LIMITED,0
1611,5782,MASPTOP50-EQ,MIRAEAMC - MASPTOP50,0
1612,2124,MASTEK-EQ,MASTEK LTD,0
1613,19011,MASTER-SM,MASTER COMPONENTS LIMITED,0
1614,27047,MASTERTR-EQ,MASTER TRUST LIMITED,0
